#scene_width	sceen_height	cam_x	cam_y	max_cam_x	max_cam_y
[SETTINGS]
250	250	0	0	2480	0

# id	file_path	transparent_color_r	g	b
[TEXTURES]
30	mapfiles\world1.png	3	26	110

# id	file_path	texture_id
[SPRITES]
30	data\worldmap-sprite.txt	30
						
# ani_id	file_path	
[ANIMATIONS]
30	data\worldmap-animation.txt

#
# id	ani1	ani2	ani3
#
[ANIMATION_SETS]
# MARIO
430	43001 
# TREE
431	43101	

[OBJECTS]
# type	x	y	ani_set_id	extra_settings per object type
# type: 
# 0 = Mario 
# 100 = Tree

# MARIO
0	100	100	430	

# TREE
100	8	15	431
100	24	15	431
100	40	15	431
100	8	31	431
100	24	31	431
100	40	31	431
100	8	63	431
100	24	63	431
100	40	63	431
100	8	79	431
100	24	79	431
100	40	79	431
100	8	95	431
100	72	31	431
100	88	31	431
100	104	31	431
100	72	47	431
100	88	47	431
100	104	47	431
100	72	63	431
100	88	63	431
100	104	63	431
100	136	31	431
100	152	31	431
100	168	31	431
100	200	15	431
100	216	15	431
100	200	31	431
100	216	31	431
100	200	47	431
100	216	47	431
100	136	63	431
100	152	63	431
100	168	63	431
100	184	63	431
100	200	63	431
100	216	63	431
100	136	79	431
100	152	79	431
100	216	79	431
100	88	95	431
100	104	95	431
100	120	95	431
100	216	95	431
100	216	111	431
100	216	127	431
100	216	143	431

# --- SCENE PORTAL ----
# type	l	t	ani_set_id	r	b	scene_id
50	300	98	1	316	150	1	2

[MAP]
1	mapfiles\world1.txt


