[READDATA]
#id	tileset			r	g	b	numRows	numCols	numTilesCols	cellW	cellH	spacing
90	mapfiles\stagetiles.png	224	163	216	12	32	73	16	16	1
[MAP]
19	19	19	19	19	19	19	19	365	366	19	19	19	19	19	19	19	19	19	19	19	19	365	366	19	19	19	19	19	19	19	19
19	19	19	19	19	19	19	19	292	293	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	292	293	19	19	19	19	19	19	19	19
19	19	19	19	19	19	19	19	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	19	19	19	19	19	19	19	19
19	19	19	19	19	19	19	19	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	19	19	19	19	19	19	19	19
19	19	19	19	19	19	19	19	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	19	19	19	19	19	19	19	19	19	19	19
19	19	19	19	19	19	19	19	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	19	19	19	19	19	19	19	19	19	19	19	19
19	19	19	19	19	19	19	19	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	19	19	19	19	19	19	19	19	19	19	19	19	19
19	19	19	19	19	19	19	19	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	19	19	19	19	19	19	19	19	19	19	19	19	19	19
19	19	19	19	19	19	19	19	-1	-1	-1	-1	-1	-1	-1	-1	-1	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19
19	19	19	19	19	19	19	19	-1	-1	-1	-1	-1	-1	-1	-1	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19
19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19
19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19
