# id	left	top	right	bottom	texture_id
[SPRITES]
#####  BIG ###############
#IDLE LEFT & RIGHT
1020001	0	93	15	120	0
1020002	1028	93	1043	120	0

#WALKING LEFT
1020003	18	93	35	120	0
1020005	37	93	52	120	0

#WALKING RIGHT
1020004	1008	93	1025	120	0
1020006	991	93	1006	120	0

#RUNNING LEFT
1020007	91	93	110	120	0
1020008	117	93	136	120	0
1020009	143	93	162	120	0

#RUNNING RIGHT
1020010	934	93	953	120	0
1020011	908	93	927	120	0
1020012	882	93	901	120	0

#JUMP WALK LEFT & RIGHT
1020013	73	93	90	120	0
1020014	955	93	972	120	0

#JUMP RUN LEFT & RIGHT
1020015	169	93	190	120	0
1020016	856	93	877	120	0

#BRACE LEFT & RIGHT
1020017	195	92	210	119	0
1020018	833	92	848	119	0

#SIT LEFT & RIGHT
1020019	55	102	68	119	0
1020020	975	102	988	119	0

#KICK LEFT & RIGHT
1020021	306	93	327	120	0
1020022	717	93	738	120	0

#HOLD LEFT
1020023	247	93	262	120	0
1020024	266	93	281	120	0
1020025	285	93	300	120	0

#HOLD RIGHT
1020026	781	93	796	120	0
1020027	762	93	777	120	0
1020028	743	93	758	120	0

#CLIMB
1020029	451	92	466	117	0
1020030	577	92	592	117	0

############ SMALL ################
#IDLE LEFT
1010001	0	16	15	31	0

#IDLE RIGHT
1010002	1027	16	1042	31	0

#WALK LEFT
1010003	19	16	34	31	0

#WALK RIGHT
1010004	1009	16	1024	31	0

#RUN LEFT
1010005	55	16	70	31	0
1010006	73	16	88	31	0

#RUN RIGHT
1010007	973	16	988	31	0
1010008	955	16	970	31	0

#BRACE LEFT
1010009	109	16	124	31	0

#BRACE RIGHT
1010011	919	16	934	31	0

#KICK LEFT
1010010	181	16	196	31	0

#KICK RIGHT
1010012	847	16	862	31	0

#JUMP WALK LEFT
1010013	37	16	52	31	0

#JUMP WALK RIGHT
1010014	991	16	1006	31	0

#JUMP RUN LEFT 
1010015	91	16	106	31	0

#JUMP RUN RIGHTS
1010016	937	16	952	31	0

#DIE
1010017	307	16	322	31	0

#HOLD LEFT
1010018	144	16	159	31	0
1010019	162	16	177	31	0

#HOLD RIGHT
1010020	884	16	899	31	0
1010021	866	16	881	31	0

#CLIMB
1010022	289	16	304	31	0
1010023	739	16	754	31	0

################### RACCOON #################
#IDLE LEFT & RIGHT 
1030001	0	350	21	377	0
1030002	1022	350	1043	377	0

#WALKING LEFT
1030003	27	350	48	377	0
1030004	53	350	76	377	0

#WALKING RIGHT
1030005	995	350	1016	377	0
1030006	967	350	990	377	0	

#RUNNING LEFT
1030007	183	350	206	377	0
1030008	209	350	232	377	0
1030009	235	350	258	377	0

#RUNNING RIGHT
1030010	837	350	860	377	0
1030011	811	350	834	377	0
1030012	785	350	808	377	0

#JUMP LEFT
1030013	104	350	127	377	0
1030014	131	350	154	377	0
1030015	157	350	180	377	0

#JUMP RIGHT
1030016	916	350	939	377	0
1030017	890	350	913	377	0
1030018	865	350	888	377	0

#JUMP RUN LEFT 
1030020	261	350	284	377	0
1030021	287	350	310	377	0
1030022	313	350	336	377	0

#JUMP RUN RIGHT
1030023	759	350	782	377	0
1030024	733	350	756	377	0
1030025	707	350	730	377	0

#BRACE LEFT & RIGHT
1030026	339	348	354	377	0
1030027	689	348	704	377	0

#SIT LEFT & RIGHT
1030028	79	360	100	377	0
1030029	943	360	964	377	0

#KICK LEFT & RIGHT
1030030	81	384	102	411	0
1030031	941	384	962	411	0

#HOLD LEFT
1030032	0	384	21	411	0
1030033	27	384	48	411	0
1030034	53	384	76	411	0

#HOLD RIGHT
1030035	1022	384	1043	411	0
1030036	995	384	1016	411	0
1030037	967	384	990	411	0

#CLIMB
1030038	227	384	242	411	0
1030039	801	384	816	411	0

#ATTACK LEFT
1030040	357	350	372	377	0
1030041	374	350	397	377	0
1030042	401	350	416	377	0

#ATTACK RIGHT
1030043	671	350	686	377	0
1030044	646	350	669	377	0
1030045	627	350	642	377	0

# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]

################### BIG ANI #################

#IDLE LEFT & RIGHT 
1020100	1020001	100
1020200	1020002	100

#WALKING LEFT & RIGHT 
1020300	1020001	100	1020003	100	1020005	100
1020400	1020002	100	1020004	100	1020006	100

#RUNNING LEFT & RIGHT 
1020500	1020007	50	1020008	50	1020009	50
1020600	1020010	50	1020011	50	1020012	50

#JUMP WALK LEFT & RIGHT 
1020700	1020013	100
1020800	1020014	100

#JUMP RUN LEFT & RIGHT 
1020900	1020015	100
1021000	1020016	100

#BRACE LEFT & RIGHT 
1021100	1020018	100
1021200	1020017	100

#SIT LEFT & RIGHT 
1021300	1020019	100
1021400	1020020	100

#KICK LEFT & RIGHT
1021500	1020021	100
1021600	1020022	100

#IDLE HOLD LEFT & RIGHT
1021700	1020023	100
1021800	1020026	100

#CLIMB
1021900	1020029	100

#WALKING HOLD LEFT & RIGHT
1022000	1020023	100	1020024	100	1020025	100
1022100	1020026	100	1020027	100	1020028	100

################### SMALL ANI #################
#IDLE LEFT & RIGHT
1010100	1010001	100
1010200	1010002	100

#WALK LEFT & RIGHT
1010300	1010001	100	1010003	100
1010400	1010002	100	1010004	100

#RUN LEFT & RIGHT
1010500	1010005	100	1010006	100
1010600	1010007	100	1010008	100

#BRACE LEFT & RIGHT
1010700	1010011	100
1010800	1010009	100

#BRACE WALK LEFT & RIGHT
1010900	1010009	100	1010010	100
1011000	1010011	100	1010012	100

#JUMP WALK LEFT & RIGHT
1011200	1010013	100
1011300	1010014	100

#JUMP RUN LEFT & RIGHT
1011400	1010015	100
1011500	1010016	100

#KICK LEFT & RIGHT
1011600	1010010	100
1011700	1010012	100

#DIE
1011800	1010017	100

#IDLE HOLD LEFT & RIGHT
1011900	1010018	100
1012000	1010020	100

#CLIMB
1012100	1010022	100	1010023	100

#WALKING HOLD LEFT & RIGHT
1012200	1010018	100	1010019	100
1012300	1010020	100	1010021	100

################### RACCOON ANI #################
#IDLE LEFT & RIGHT
1030100	1030001	100
1030200	1030002	100

#WALK LEFT & RIGHT
1030300	1030001	100	1030003	100	1030004	100
1030400	1030002	100	1030005	100	1030006	100

#RUNNING LEFT & RIGHT
1030500	1030007	50	1030008	50	1030009	50
1030600	1030010	50	1030011	50	1030012	50

#JUMP WALK LEFT
1030700	1030013	100
#JUMP WALK	LEFT SLIDE
1030900	1030014	100	1030015	100

#JUMP WALK RIGHT 
1030800	1030016	100
#JUMP WALK	RIGHT SLIDE
1031000	1030017	100	1030018	100

#JUMP RUN LEFT
1031100	1030020	100
#JUMP RUN LEFT FLY
1031300	1030020	100	1030021	100	1030022	100

#JUMP RUN RIGHT 
1031200	1030023	100
#JUMP RUN RIGHT FLY
1031400	1030023	100	1030024	100	1030025	100

#BRACE LEFT & RIGHT
1031500	1030027	100
1031600	1030026	100

#SIT LEFT & RIGHT
1031700	1030028	100
1031800	1030029	100

#KICK LEFT & RIGHT
1031900	1030030	100
1032000	1030031	100

#IDLE HOLD LEFT & RIGHT
1032100	1030032	100
1032200	1030035	100

#CLIMB
1032300	1030038	100	1030039	100

#ATTACK LEFT & RIGHT
1032400	1030043	100	1030044	100	1030045	100
1032500	1030040	100	1030041	100	1030042	100

#WALKING HOLD LEFT & RIGHT
1032600	1030032	100	1030033	100	1030034	100
1032700	1030035	100	1030036	100	1030037	100
